,State,LGA,lat,lon
809,Rivers,Port Harcourt,4.795384,6.992937
810,Rivers,Port Harcourt,4.795205,6.99305
811,Rivers,Port Harcourt,4.795351,6.992825
812,Rivers,Asari Toru,5.075048,6.655525
813,Rivers,Ahoada West,5.092462,6.474746
814,Rivers,Ahoada East,5.075161,6.655409
815,Rivers,Ahoada East,5.075017,6.654959
816,Rivers,Ahoada West,5.09238,6.475304
817,Rivers,Ahoada West,5.092679,6.475024
818,Rivers,Ahoada West,5.087993,6.470337
819,Rivers,Degema,4.746334,6.766695
820,Rivers,Degema,4.74643,6.766976
821,Rivers,Degema,4.746679,6.766934
822,Rivers,Degema,4.746525,6.766584
823,Rivers,Degema,4.746408,6.767633
824,Rivers,Degema,4.746727,6.767854
825,Rivers,Degema,4.749772,6.766461
826,Rivers,Degema,4.750204,6.766724
827,Rivers,Degema,4.750242,6.767009
828,Rivers,Degema,4.751129,6.767157
829,Rivers,Degema,4.75114,6.767392
830,Rivers,Degema,4.751154,6.768038
831,Rivers,Abua-Odual,4.771781,6.708746
832,Rivers,Abua-Odual,4.772127,6.724875
833,Rivers,Abua-Odual,4.771746,6.720154
834,Rivers,Abua-Odual,4.772292,6.723345
835,Rivers,Abua-Odual,4.772581,6.728456
836,Rivers,Abua-Odual,4.771979,6.731374
837,Rivers,Etche,4.992194,7.053087
838,Rivers,Etche,4.992118,7.053593
839,Rivers,Etche,4.992118,7.053593
840,Rivers,Etche,4.992118,7.053593
841,Rivers,Etche,4.999284,7.058415
842,Bayelsa,Yenagoa,4.879069,6.289836
843,Bayelsa,Yenagoa,4.879914,6.289636
844,Bayelsa,Yenagoa,4.905958,6.29748
845,Rivers,Etche,4.998961,7.058415
846,Edo,Egor,6.377668,5.613772
847,Edo,Egor,6.377662,5.613779
848,Edo,Egor,6.37856,5.612636
849,Edo,Orhionmwon,6.295856,6.028143
850,Edo,Egor,6.378039,5.614464
851,Edo,Egor,6.378464,5.613079
852,Edo,Orhionmwon,6.296245,6.027734
853,Cross River,Bakassi,4.864852,8.503624
854,Edo,Egor,6.377769,5.612448
855,Edo,Egor,6.378565,5.61264
856,Edo,Egor,6.37907,5.613086
857,Edo,Orhionmwon,6.296475,6.027484
858,Edo,Egor,6.380207,5.612498
859,Edo,Egor,6.380359,5.612481
860,Delta,Isoko South,5.410917,6.136297
861,Cross River,Bakassi,4.862721,8.502758
862,Delta,Isoko South,5.415656,6.137397
863,Edo,Orhionmwon,6.2967,6.029899
864,Edo,Orhionmwon,6.296198,6.027231
865,Delta,Isoko South,5.416762,6.137953
866,Edo,Orhionmwon,6.295636,6.026373
867,Delta,Isoko South,5.417198,6.139278
868,Edo,Orhionmwon,6.297088,6.029812
869,Delta,Isoko South,5.417034,6.143254
870,Akwa-Ibom,Eket,4.710334,7.912817
871,Delta,Ughelli North,5.401006,6.064863
872,Rivers,Okirika,4.73958,7.08605
873,Rivers,Okirika,4.739886,7.085595
874,Rivers,Okirika,4.739562,7.085338
875,Rivers,Okirika,4.740343,7.08541
876,Cross River,Bakassi,4.862804,8.502191
877,Edo,Orhionmwon,6.2967,6.029899
878,Cross River,Bakassi,4.862441,8.503817
879,Cross River,Bakassi,4.862208,8.502878
880,Cross River,Bakassi,4.861617,8.501873
881,Delta,Isoko South,5.418696,6.139941
882,Akwa-Ibom,Eket,4.657639,7.927112
883,Delta,Ughelli North,5.400966,6.06516
884,Akwa-Ibom,Uruan,5.024474,7.95537
885,Akwa-Ibom,Uruan,5.024796,7.95537
886,Edo,Ovia South-West,6.475156,5.323085
887,Akwa-Ibom,Etinan,5.005054,7.854984
888,Akwa-Ibom,Etinan,5.005062,7.854986
889,Akwa-Ibom,Etinan,5.005368,7.856346
890,Akwa-Ibom,Etinan,4.998145,7.85319
891,Akwa-Ibom,Etinan,4.998078,7.85284
892,Akwa-Ibom,Eket,4.646359,7.942017
893,Rivers,Okirika,4.74078,7.085487
894,Akwa-Ibom,Uruan,5.041287,7.977508
895,Rivers,Port Harcourt,4.982058,7.025583
896,Rivers,Okirika,4.741784,7.085317
897,Delta,Ughelli North,5.402415,6.066155
898,Edo,Orhionmwon,6.289071,6.022656
899,Cross River,Calabar South,4.921712,8.315915
900,Edo,Ovia South-West,6.475156,5.323085
901,Rivers,Etche,5.013825,7.067442
902,Cross River,Calabar South,4.92173,8.314638
903,Akwa-Ibom,Uruan,5.041957,7.975464
904,Cross River,Calabar South,4.921597,8.314113
905,Cross River,Bakassi,4.860362,8.502131
906,Cross River,Bakassi,4.860352,8.50257
907,Cross River,Bakassi,4.857369,8.502255
908,Cross River,Bakassi,4.862943,8.502607
909,Cross River,Calabar South,4.922257,8.312911
910,Delta,Ughelli North,5.401702,6.066038
911,Cross River,Calabar South,4.922743,8.312709
912,Edo,Orhionmwon,6.289071,6.022656
913,Delta,Warri South,5.541824,5.730973
914,Cross River,Odukpani,5.132139,8.341529
915,Akwa-Ibom,Uruan,5.041287,7.977508
916,Cross River,Calabar South,4.923142,8.31294
917,Cross River,Odukpani,5.13072,8.341352
918,Edo,Ovia South-West,6.475156,5.323085
919,Delta,Ughelli North,5.402401,6.067287
920,Akwa-Ibom,Eket,4.673472,7.971036
921,Bayelsa,Kolokuma/Opokuma,5.078376,6.266342
922,Cross River,Odukpani,5.130713,8.341352
923,Bayelsa,Kolokuma/Opokuma,5.078376,6.266342
924,Cross River,Calabar South,4.922252,8.314857
925,Rivers,Etche,5.013608,7.074612
926,Bayelsa,Kolokuma/Opokuma,5.078376,6.266342
927,Delta,Warri South,5.543983,5.730846
928,Edo,Ovia South-West,6.422969,5.269857
929,Akwa-Ibom,Eket,4.673472,7.971036
930,Rivers,Ikwerre,4.962522,7.024393
931,Bayelsa,Kolokuma/Opokuma,5.078376,6.266342
932,Rivers,Etche,5.016908,7.076074
933,Cross River,Odukpani,5.131532,8.343027
934,Cross River,Odukpani,5.133476,8.344098
935,Rivers,Ikwerre,4.969669,7.024393
936,Delta,Warri South,5.543908,5.731119
937,Rivers,Etche,5.011722,7.075119
938,Akwa-Ibom,Eket,4.673472,7.971036
939,Edo,Ovia South-West,6.422969,5.269857
940,Delta,Warri South,5.543542,5.731527
941,Rivers,Ikwerre,4.963146,7.024147
942,Delta,Ughelli North,5.403091,6.067072
943,Rivers,Etche,5.007006,7.068309
944,Delta,Warri South,5.543031,5.732013
945,Akwa-Ibom,Ibesikpo Asutan,4.985012,7.898259
946,Akwa-Ibom,Ibesikpo Asutan,4.987606,7.897389
947,Akwa-Ibom,Ibesikpo Asutan,4.987521,7.897506
948,Akwa-Ibom,Etinan,4.918716,7.836857
949,Akwa-Ibom,Etinan,4.918713,7.836864
950,Akwa-Ibom,Etinan,4.918711,7.836879
951,Akwa-Ibom,Etinan,4.920736,7.840097
952,Akwa-Ibom,Ibesikpo Asutan,4.920655,7.840123
953,Rivers,Ikwerre,4.962433,7.024393
954,Bayelsa,Yenagoa,4.959434,6.359867
955,Akwa-Ibom,Okobo,4.844773,8.128767
956,Akwa-Ibom,Okobo,4.844665,8.128557
957,Akwa-Ibom,Okobo,4.844709,8.128603
958,Akwa-Ibom,Okobo,4.845479,8.128248
959,Akwa-Ibom,Okobo,4.844889,8.127308
960,Akwa-Ibom,Okobo,4.846083,8.12778
961,Akwa-Ibom,Okobo,4.846548,8.12778
962,Rivers,Etche,5.013692,7.072728
963,Akwa-Ibom,Eket,4.672796,7.974102
964,Bayelsa,Yenagoa,4.959364,6.359956
965,Rivers,Ikwerre,4.962174,7.024571
966,Cross River,Calabar South,4.922528,8.314724
967,Bayelsa,Yenagoa,4.958021,6.360211
968,Bayelsa,Kolokuma/Opokuma,5.11075,6.300234
969,Rivers,Asari Toru,4.736872,6.86467
970,Rivers,Asari Toru,4.736011,6.864351
971,Rivers,Asari Toru,4.736013,6.863418
972,Rivers,Asari Toru,4.735472,6.86399
973,Rivers,Asari Toru,4.734741,6.863797
974,Rivers,Asari Toru,4.735324,6.865017
975,Rivers,Port Harcourt,4.803685,6.989067
976,Rivers,Port Harcourt,4.803503,6.98857
977,Rivers,Port Harcourt,4.803214,6.987992
978,Rivers,Port Harcourt,4.802984,6.987527
979,Rivers,Port Harcourt,4.802183,6.987339
980,Rivers,Port Harcourt,4.802089,6.987198
981,Ekiti,Efon,7.655556,4.921686
982,Ekiti,Efon,7.655659,4.921075
983,Ekiti,Efon,7.655694,4.920763
984,Ekiti,Efon,7.655741,4.92027
985,Ekiti,Efon,7.655787,4.919996
986,Ekiti,Efon,7.655939,4.919559
987,Oyo,Ibarapa North,7.625902,3.159741
988,Oyo,Ibarapa North,7.67136,3.181617
989,Oyo,Ibarapa North,7.67134,3.181631
990,Oyo,Ibarapa North,7.654222,3.171175
991,Oyo,Ibarapa North,7.676115,3.189276
992,Oyo,Ibarapa North,7.632694,3.171875
993,Lagos,Ikeja,6.604534,3.351235
994,Oyo,Saki West,7.421289,3.980484
995,Oyo,Saki East,8.670769,3.388748
996,Lagos,Ikeja,6.6051,3.354399
997,Oyo,Saki East,8.670328,3.388184
998,Oyo,Saki West,8.669907,3.387547
999,Oyo,Ibarapa North,7.664809,3.176735
1000,Oyo,Ibarapa North,7.64974,3.180937
1001,Lagos,Ikeja,6.604824,3.353886
1002,Lagos,Ikeja,6.602478,3.351981
1003,Ekiti,Oye,7.80071,5.328496
1004,Ekiti,Oye,7.80055,5.328388
1005,Ekiti,Oye,7.793799,5.291722
1006,Ekiti,Oye,7.7937,5.291986
1007,Lagos,Kosofe,6.637929,3.374476
1008,Lagos,Mushin,6.535615,3.354032
1009,Ekiti,Ise/Orun,7.463717,5.423107
1010,Lagos,Kosofe,6.638867,3.37562
1011,Ekiti,Ise/Orun,7.463548,5.422816
1012,Oyo,Ibadan North,7.395157,3.918885
1013,Oyo,Ibadan North,7.395159,3.918659
1014,Ekiti,Ise/Orun,7.463328,5.42254
1015,Lagos,Kosofe,6.63024,3.376016
1016,Osun,Ilesa West,7.645875,4.742472
1017,Osun,Ilesa West,7.644718,4.741062
1018,Oyo,Ibadan North,7.39465,3.918149
1019,Ogun,Imeko Afon,7.447736,2.837959
1020,Oyo,Ibadan North,7.393666,3.918154
1021,Oyo,Ibadan North,7.393959,3.917896
1022,Lagos,Mushin,6.526394,3.352917
1023,Ondo,Akure North,7.261346,5.263057
1024,Ekiti,Gbonyin,7.563727,5.213376
1025,Ogun,Imeko Afon,7.447736,2.837959
1026,Oyo,Ibadan North,7.395533,3.918618
1027,Lagos,Mushin,6.525686,3.352324
1028,Osun,Atakunmosa East,7.644522,4.740931
1029,Oyo,Akinyele,7.53017,3.909284
1030,Oyo,Akinyele,7.530264,3.909868
1031,Oyo,Akinyele,7.530161,3.909369
1032,Oyo,Ibadan North,7.379435,3.899165
1033,Oyo,Akinyele,7.528311,3.908875
1034,Ekiti,Ise/Orun,7.462928,5.42187
1035,Lagos,Mushin,6.525864,3.352656
1036,Ogun,Imeko Afon,7.447736,2.837959
1037,Oyo,Ibadan North,7.379098,3.89894
1038,Osun,Aiyedaade,7.539579,4.396611
1039,Lagos,Oshodi-Isolo,6.532161,3.324772
1040,Ekiti,Gbonyin,7.563804,5.213175
1041,Ekiti,Gbonyin,7.563648,5.213325
1042,Ekiti,Gbonyin,7.563704,5.213302
1043,Ekiti,Gbonyin,7.563696,5.213266
1044,Ekiti,Gbonyin,7.564139,5.212809
1045,Ekiti,Gbonyin,7.564145,5.212848
1046,Ekiti,Gbonyin,7.564045,5.212927
1047,Ekiti,Gbonyin,7.563949,5.213064
1048,Ekiti,Gbonyin,7.563749,5.213198
1049,Ekiti,Gbonyin,7.563664,5.21332
1050,Ogun,Ikenne,7.447736,2.837959
1051,Oyo,Ibadan North,7.378834,3.898564
1052,Osun,Ilesa West,7.643576,4.745773
1053,Osun,Aiyedaade,7.539632,4.396696
1054,Ogun,Ikenne,6.865021,3.714318
1055,Ondo,Akure South,7.251634,5.172372
1056,Ondo,Akure South,7.251717,5.172631
1057,Ondo,Akure South,7.251832,5.172519
1058,Ondo,Akure South,7.251799,5.172314
1059,Ondo,Akure South,7.251711,5.173035
1060,Lagos,Mushin,6.527716,3.3525
1061,Osun,Aiyedaade,7.539693,4.396834
1062,Ondo,Akure North,7.261822,5.259234
1063,Ondo,Akure North,7.261299,5.258895
1064,Ondo,Akure North,7.261899,5.258792
1065,Ondo,Akure North,7.262001,5.258859
1066,Ondo,Akure North,7.262078,5.258949
1067,Ondo,Akure North,7.262599,5.259221
1068,Lagos,Oshodi-Isolo,6.53295,3.324532
1069,Ondo,Akure North,7.261795,5.258861
1070,Ondo,Akure North,7.260387,5.258813
1071,Ondo,Akure North,7.262727,5.259792
1072,Ondo,Akure North,7.262375,5.259637
1073,Ogun,Ikenne,6.865021,3.714318
1074,Ogun,Ikenne,6.865021,3.714318
1075,Ogun,Ikenne,6.865021,3.714318
1076,Lagos,Ajeromi-Ifelodun,6.453548,3.349389
1077,Lagos,Ajeromi-Ifelodun,6.453388,3.34728
1078,Lagos,Oshodi-Isolo,6.574839,3.343358
1079,Lagos,Ajeromi-Ifelodun,6.451825,3.350786
1080,Lagos,Ajeromi-Ifelodun,6.453729,3.34398
1081,Ekiti,Ise/Orun,7.463204,5.42151
1082,Lagos,Ajeromi-Ifelodun,6.45068,3.350758
1083,Lagos,Ajeromi-Ifelodun,6.454481,3.343958
1084,Lagos,Ajeromi-Ifelodun,6.45471,3.342526
1085,Osun,Aiyedaade,7.539856,4.39792
1086,Oyo,Akinyele,7.528501,3.907707
1087,Oyo,Akinyele,7.527516,3.908158
1088,Oyo,Akinyele,7.527652,3.908207
1089,Oyo,Akinyele,7.527048,3.907647
1090,Oyo,Akinyele,7.527215,3.907015
1091,Oyo,Akinyele,7.532581,3.908975
1092,Lagos,Oshodi-Isolo,6.560346,3.345728
1093,Ogun,Ikenne,6.865021,3.714318
1094,Ogun,Ikenne,6.861852,3.711978
1095,Osun,Aiyedaade,7.539812,4.398969
1096,Lagos,Oshodi-Isolo,6.531754,3.324353
1097,Lagos,Mushin,6.527677,3.358887
1098,Ogun,Ikenne,6.861852,3.711978
1099,Osun,Ilesa West,7.643567,4.745841
1100,Ogun,Ikenne,6.861852,3.711978
1101,Lagos,Oshodi-Isolo,6.573609,3.341137
1102,Ogun,Ikenne,6.861852,3.711976
1103,Ogun,Ewekoro,7.047114,3.249428
1104,Lagos,Mushin,6.529035,3.354906
1105,Osun,Ilesa West,7.643444,4.745853
1106,Lagos,Oshodi-Isolo,6.531754,3.324353
1107,Oyo,Surulere,8.193259,4.389435
1108,Ogun,Ikenne,6.861852,3.711678
1109,Ogun,Ikenne,6.861852,3.711977
1110,Ogun,Ewekoro,7.067242,3.291349
1111,Ogun,Imeko Afon,7.447736,2.837959
1112,Osun,Ilesa West,7.642698,4.745716
1113,Lagos,Mushin,6.52949,3.354478
1114,Ogun,Ewekoro,7.04702,3.249327
1115,Lagos,Oshodi-Isolo,6.574757,3.34324
1116,Oyo,Surulere,8.193038,4.388428
1117,Lagos,Mushin,6.530059,3.359324
1118,Oyo,Atisbo,8.567158,3.453198
1119,Lagos,Kosofe,6.630235,3.375764
1120,Lagos,Kosofe,6.630346,3.375774
1121,Lagos,Kosofe,6.630041,3.375685
1122,Lagos,Kosofe,6.630284,3.37576
1123,Lagos,Kosofe,6.630046,3.375703
1124,Lagos,Kosofe,6.63031,3.375783
1125,Lagos,Kosofe,6.630048,3.375802
1126,Lagos,Kosofe,6.630215,3.375809
1127,Lagos,Kosofe,6.630319,3.375828
1128,Lagos,Kosofe,6.630269,3.375813
1129,Lagos,Kosofe,6.630175,3.375708
1130,Osun,Aiyedaade,7.55391,4.401394
1131,Ogun,Imeko Afon,7.447736,2.837967
1132,Oyo,Surulere,8.190161,4.385381
1133,Ogun,Ewekoro,7.046883,3.249652
1134,Ogun,Imeko Afon,7.447736,2.837959
1135,Oyo,Atisbo,8.52672,3.482297
1136,Lagos,Mushin,6.535615,3.354032
1137,Lagos,Mushin,6.535615,3.354032
1138,Lagos,Mushin,6.535615,3.354032
1139,Lagos,Mushin,6.535615,3.354032
1140,Lagos,Mushin,6.535615,3.354032
1141,Lagos,Mushin,6.535615,3.354032
1142,Oyo,Atisbo,8.526096,3.481434
1143,Oyo,Surulere,8.193952,4.383744
1144,Osun,Aiyedaade,7.554442,4.40155
1145,Lagos,Oshodi-Isolo,6.529021,3.319917
1146,Ogun,Ewekoro,7.046828,3.249833
1147,Ekiti,Ise/Orun,7.463312,5.422523
1148,Ogun,Ewekoro,7.046673,3.25015
1149,Osun,Aiyedaade,7.554048,4.402241
1150,Lagos,Apapa,6.44123,3.361079
1151,Lagos,Apapa,6.441537,3.361186
1152,Lagos,Apapa,6.442868,3.356498
1153,Lagos,Apapa,6.445506,3.352308
1154,Lagos,Apapa,6.448403,3.353709
1155,Lagos,Apapa,6.455073,3.35209
1156,Lagos,Apapa,6.455969,3.351867
1157,Oyo,Atisbo,8.52589,3.482904
1158,Oyo,Surulere,8.199028,4.380816
1159,Lagos,Oshodi-Isolo,6.504567,3.309005
1160,Lagos,Mushin,6.530514,3.359215
1161,Lagos,Mushin,6.53134,3.360162
1162,Lagos,Oshodi-Isolo,6.529515,3.319776
1163,Ogun,Ewekoro,7.067916,3.29163
1164,Ogun,Ewekoro,7.067878,3.291513
1165,Lagos,Mushin,6.69619,3.360224
1166,Lagos,Mushin,6.696208,3.36027
1167,Lagos,Mushin,6.696214,3.360236
1168,Lagos,Mushin,6.696183,3.36006
1169,Lagos,Mushin,6.696186,3.360241
1170,Lagos,Mushin,6.696186,3.360212
1171,Lagos,Mushin,6.696228,3.360281
1172,Ogun,Ewekoro,7.068098,3.291475
1173,Lagos,Oshodi-Isolo,6.573497,3.341142
1174,Lagos,Oshodi-Isolo,6.536948,3.325924
1175,Lagos,Mushin,6.530718,3.360662
1176,Ogun,Remo North,6.894218,3.709539
1177,Ogun,Remo North,6.894218,3.709539
1178,Ogun,Remo North,6.894218,3.709539
1179,Ogun,Remo North,6.894218,3.709532
1180,Ogun,Remo North,6.894218,3.709543
