,State,LGA,lat,lon
4031,Delta,Warri North,6.007467,5.470054
4032,Delta,Warri North,6.006238,5.469917
4033,Delta,Patani,5.496216,5.796106
4034,Delta,Patani,5.495446,5.796001
4035,Delta,Warri South West,5.602515,5.459614
4036,Cross River,Ikom,6.257926,8.65813
4037,Cross River,Ikom,6.258266,8.658242
4038,Cross River,Ikom,6.258921,8.658429
4039,Cross River,Ikom,6.258828,8.658318
4040,Cross River,Ikom,6.259363,8.657448
4041,Bayelsa,Ogbia,4.686621,6.321106
4042,Delta,Patani,5.225591,6.18864
4043,Delta,Patani,5.227363,6.188666
4044,Cross River,Boki,6.064895,8.89452
4045,Delta,Patani,5.229284,6.191318
4046,Delta,Sapele,5.874816,5.702909
4047,Delta,Sapele,5.874995,5.703435
4048,Delta,Sapele,5.875508,5.703694
4049,Delta,Sapele,5.875514,5.703965
4050,Cross River,Boki,6.065227,8.894516
4051,Delta,Sapele,5.872222,5.693515
4052,Akwa-Ibom,Nsit-Ibom,4.854598,7.759157
4053,Akwa-Ibom,Nsit-Atai,4.861161,8.059006
4054,Akwa-Ibom,Nsit-Atai,4.861147,8.058995
4055,Akwa-Ibom,Nsit-Atai,4.861168,8.058982
4056,Akwa-Ibom,Nsit-Atai,4.863077,8.057991
4057,Akwa-Ibom,Nsit-Atai,4.862815,8.058383
4058,Delta,Sapele,5.872095,5.693741
4059,Delta,Sapele,5.871967,5.693852
4060,Cross River,Boki,6.065397,8.909505
4061,Delta,Sapele,5.871919,5.693964
4062,Delta,Sapele,5.872597,5.693538
4063,Delta,Ukwuani,5.843206,6.160888
4064,Delta,Uvwie,5.566662,5.811518
4065,Cross River,Ogoja,6.658818,8.79833
4066,Cross River,Ogoja,6.659128,8.798396
4067,Cross River,Ogoja,6.659338,8.799259
4068,Cross River,Ogoja,6.650412,8.80179
4069,Cross River,Ogoja,6.65098,8.801769
4070,Cross River,Ogoja,6.65098,8.801767
4071,Cross River,Ogoja,6.650981,8.801769
4072,Cross River,Ogoja,6.650168,8.80199
4073,Cross River,Ogoja,6.65099,8.801779
4074,Cross River,Ogoja,6.650991,8.802677
4075,Akwa-Ibom,Eastern Obolo,5.014087,7.908393
4076,Akwa-Ibom,Eastern Obolo,5.014471,7.910124
4077,Akwa-Ibom,Eastern Obolo,5.01447,7.910123
4078,Akwa-Ibom,Eastern Obolo,5.01529,7.910711
4079,Akwa-Ibom,Eastern Obolo,5.015104,7.91041
4080,Akwa-Ibom,Eastern Obolo,5.014962,7.91026
4081,Akwa-Ibom,Eastern Obolo,5.01507,7.910388
4082,Akwa-Ibom,Eastern Obolo,5.006491,7.892972
4083,Akwa-Ibom,Eastern Obolo,5.006496,7.892969
4084,Ogun,Ijebu North,7.118894,3.329174
4085,Ogun,Ikenne,6.865021,3.714318
4086,Ogun,Shagamu,7.124216,3.315138
4087,Ogun,Ikenne,6.865021,3.714318
4088,Oyo,Ibadan North-West,7.337302,3.887586
4089,Oyo,Ibadan North-West,7.337221,3.887924
4090,Ekiti,Efon,7.676936,4.922859
4091,Ogun,Remo North,7.143827,3.347583
4092,Ogun,Abeokuta South,7.143815,3.347695
4093,Ekiti,Efon,7.676936,4.922859
4094,Ogun,Imeko Afon,7.447736,2.847563
4095,Oyo,Akinyele,7.319192,3.856464
4096,Oyo,Oluyole,7.337068,3.853601
4097,Oyo,Egbeda,7.360151,3.856525
4098,Oyo,Atisbo,8.505203,3.429169
4099,Oyo,Kajola,8.040204,3.374992
4100,Osun,Ifelodun,7.838578,4.49559
4101,Ondo,Ile-Oluji/Okeigbo,7.222618,5.213782
4102,Ondo,Akoko South-East,7.221267,5.214434
4103,Osun,Osogbo,7.74255,4.572276
4104,Oyo,Ogbomosho North,8.118559,4.245421
4105,Osun,Osogbo,7.738163,4.570986
4106,Osun,Osogbo,7.744917,4.572599
4107,Oyo,Saki West,8.673896,3.368046
4108,Ondo,Ile-Oluji/Okeigbo,7.206543,4.870336
4109,Ondo,Ile-Oluji/Okeigbo,7.206404,4.870337
4110,Oyo,Saki West,8.673501,3.363631
4111,Osun,Ede South,7.724535,4.442305
4112,Lagos,Ibeju-Lekki,6.472308,3.698418
4113,Osun,Ede South,7.724437,4.442088
4114,Osun,Ede South,7.72406,4.442283
4115,Osun,Ede South,7.723954,4.442416
4116,Osun,Ede South,7.725785,4.441268
4117,Lagos,Ibeju-Lekki,6.479177,3.701562
4118,Ondo,Irele,6.487484,4.870019
4119,Ondo,Irele,6.487384,4.870278
4120,Ondo,Irele,6.487418,4.869915
4121,Ondo,Irele,6.487643,4.86941
4122,Ondo,Irele,6.488172,4.869895
4123,Ondo,Irele,6.488521,4.869662
4124,Ondo,Irele,6.488817,4.869387
4125,Ondo,Irele,6.489393,4.869358
4126,Ondo,Odigbo,6.750968,4.877882
4127,Ondo,Odigbo,6.750968,4.877882
4128,Ondo,Odigbo,6.751513,4.877772
4129,Ondo,Odigbo,6.751839,4.877289
4130,Ondo,Odigbo,6.751839,4.877289
4131,Ondo,Odigbo,6.752677,4.877337
4132,Ondo,Odigbo,6.753052,4.877659
4133,Lagos,Ibeju-Lekki,6.483398,3.702655
4134,Sokoto,Sokoto North,13.06183,5.234324
4135,Kano,Ungogo,12.055133,8.591532
4136,Kano,Nasarawa,12.027111,8.544123
4137,Kano,Tarauni,11.96202,8.591162
4138,Kano,Ungogo,12.055442,8.588573
4139,Kano,Gwale,11.985058,8.519427
4140,Kano,Tarauni,11.961999,8.591849
4141,Zamfara,Gusau,12.179198,6.677759
4142,Kano,Ungogo,12.054344,8.591946
4143,Kano,Nasarawa,12.02859,8.545916
4144,Kebbi,Kalgo,12.336277,4.196463
4145,Kebbi,Kalgo,12.334968,4.197871
4146,Kebbi,Kalgo,12.331161,4.200853
4147,Kebbi,Kalgo,12.332902,4.20243
4148,Kebbi,Kalgo,12.338047,4.204514
4149,Kano,Nasarawa,12.029534,8.546278
4150,Kebbi,Birnin Kebbi,12.397297,4.198506
4151,Kebbi,Birnin Kebbi,12.397319,4.19847
4152,Kebbi,Birnin Kebbi,12.397319,4.19847
4153,Kebbi,Birnin Kebbi,12.397124,4.198396
4154,Kebbi,Birnin Kebbi,12.397065,4.198625
4155,Sokoto,Dange Shuni,13.008833,5.251332
4156,Kano,Gwale,11.985058,8.519427
4157,Kano,Nasarawa,12.02952,8.543782
4158,Kano,Tarauni,11.963215,8.588724
4159,Kebbi,Kalgo,12.344526,4.205406
4160,Sokoto,Sokoto North,13.051293,5.242569
4161,Sokoto,Sokoto North,13.058533,5.238652
4162,Sokoto,Sokoto North,13.062296,5.23397
4163,Sokoto,Sokoto North,13.060997,5.23274
4164,Sokoto,Sokoto North,13.058291,5.232743
4165,Sokoto,Sokoto North,13.055104,5.232571
4166,Kano,Nasarawa,12.027679,8.542484
4167,Zamfara,Gusau,12.161062,6.697377
4168,Kano,Gwale,11.98475,8.518399
4169,Zamfara,Gusau,12.157456,6.69907
4170,Kano,Nasarawa,12.026538,8.545923
4171,Kebbi,Kalgo,12.342584,4.201214
4172,Kebbi,Birnin Kebbi,12.451119,4.192001
4173,Kano,Ungogo,12.053001,8.59263
4174,Kano,Ungogo,12.051457,8.592972
4175,Sokoto,Dange Shuni,13.009806,5.255931
4176,Sokoto,Dange Shuni,13.008681,5.258988
4177,Sokoto,Dange Shuni,13.006157,5.261419
4178,Sokoto,Dange Shuni,13.006117,5.261803
4179,Sokoto,Dange Shuni,13.006063,5.261982
4180,Sokoto,Dange Shuni,13.006179,5.262199
4181,Sokoto,Wamakko,13.009512,5.253917
4182,Sokoto,Wamakko,13.014183,5.25359
4183,Sokoto,Wamakko,13.00493,5.228047
4184,Sokoto,Wamakko,13.008777,5.236946
4185,Sokoto,Wamakko,13.016149,5.243948
4186,Sokoto,Wamakko,13.005665,5.25359
4187,Sokoto,Wamakko,13.002481,5.251305
4188,Enugu,Oji River,6.268302,7.285657
4189,Enugu,Oji River,6.27093,7.290168
4190,Enugu,Oji River,6.26861,7.284272
4191,Enugu,Udi,6.392265,7.402372
4192,Enugu,Udi,6.367516,7.397559
4193,Enugu,Oji River,6.271852,7.289463
4194,Enugu,Udi,6.366457,7.399329
4195,Ebonyi,Ezza South,6.16527,8.025964
4196,Enugu,Udi,6.333525,7.406886
4197,Enugu,Oji River,6.260084,7.278825
4198,Enugu,Udi,6.32334,7.395022
4199,Enugu,Oji River,6.260651,7.27962
4200,Enugu,Udi,6.323124,7.395363
4201,Ebonyi,Ezza South,6.16527,8.025964
4202,Ebonyi,Ezza South,6.16527,8.025964
4203,Enugu,Oji River,6.260361,7.278403
4204,Enugu,Oji River,6.252487,7.269615
4205,Enugu,Oji River,6.249687,7.272543
4206,Enugu,Oji River,6.25445,7.271407
4207,Enugu,Oji River,6.253852,7.268483
4208,Ebonyi,Ezza South,6.165226,8.025596
4209,Imo,Owerri West,5.434276,7.018323
4210,Ebonyi,Ezza South,6.165226,8.025596
4211,Imo,Owerri North,5.516573,7.047847
4212,Imo,Owerri West,5.434254,7.018387
4213,Imo,Owerri Municipal,5.485322,7.037109
4214,Abia,Aba North,5.12226,7.34839
4215,Imo,Owerri North,5.516652,7.049033
4216,Abia,Aba North,5.121523,7.348592
4217,Imo,Owerri Municipal,5.485254,7.036996
4218,Imo,Owerri West,5.460554,7.017918
4219,Abia,Aba North,5.12026,7.349826
4220,Imo,Owerri North,5.516312,7.049639
4221,Abia,Aba North,5.118117,7.350082
4222,Anambra,Anambra West,6.32578,6.819023
4223,Anambra,Anambra East,6.318899,6.871237
4224,Anambra,Anambra West,6.32578,6.819023
4225,Anambra,Anambra West,6.325021,6.820171
4226,Anambra,Anambra East,6.318418,6.870979
4227,Anambra,Anambra West,6.325021,6.820171
4228,Anambra,Anambra East,6.319387,6.868887
4229,Imo,Owerri North,5.52153,7.050211
4230,Anambra,Anambra East,6.325021,6.820171
4231,Abia,Ugwunagbo,5.008964,7.310376
4232,Anambra,Anambra East,6.320045,6.868956
4233,Anambra,Anambra West,6.324632,6.820754
4234,Imo,Owerri North,5.522251,7.049677
4235,Anambra,Anambra East,6.320045,6.868956
4236,Anambra,Anambra West,6.324632,6.820754
4237,Anambra,Anambra East,6.320045,6.868956
4238,Anambra,Anambra East,6.319788,6.868295
4239,Imo,Owerri North,5.522524,7.049336
4240,Anambra,Anambra East,6.319788,6.868295
4241,Abia,Ugwunagbo,5.723072,7.735462
4242,Abia,Ugwunagbo,5.005478,7.309893
4243,Anambra,Idemili South,6.057012,6.814243
4244,Ebonyi,Ezza South,6.164638,8.02571
4245,Anambra,Idemili South,6.057012,6.814243
4246,Anambra,Idemili South,6.057012,6.814243
4247,Abia,Ugwunagbo,5.006736,7.311068
4248,Abia,Ugwunagbo,5.006915,7.31193
4249,Imo,Owerri North,5.519024,7.04876
4250,Anambra,Anambra East,6.321624,6.866829
4251,Ebonyi,Ezza South,6.164638,8.02571
4252,Anambra,Idemili South,6.057012,6.814243
4253,Abia,Ugwunagbo,5.006008,7.312415
4254,Anambra,Idemili South,6.057012,6.814243
4255,Ebonyi,Ohaozara,6.032961,7.804076
4256,Anambra,Anambra West,6.325058,6.819856
4257,Ebonyi,Ezza South,6.164599,8.025574
4258,Anambra,Anambra East,6.321624,6.866829
4259,Imo,Owerri North,5.510126,7.048576
4260,Ebonyi,Ezza South,6.165065,8.025263
4261,Anambra,Idemili South,6.057012,6.814243
4262,Anambra,Anambra West,6.325058,6.819856
4263,Ebonyi,Ezza South,6.165065,8.025263
4264,Abia,Ugwunagbo,5.005478,7.309893
4265,Abia,Ugwunagbo,5.005875,7.312927
4266,Ebonyi,Ohaozara,6.032961,7.804076
4267,Ebonyi,Ezza South,6.165065,8.025263
4268,Abia,Ugwunagbo,5.010908,7.31009
4269,Abia,Ugwunagbo,5.008203,7.309416
4270,Anambra,Idemili South,6.057012,6.814243
4271,Anambra,Anambra West,6.312465,6.756041
4272,Abia,Umuahia South,5.490388,7.485306
4273,Abia,Ugwunagbo,5.00947,7.309902
4274,Anambra,Anambra East,6.320568,6.887146
4275,Abia,Ugwunagbo,5.011454,7.311381
4276,Anambra,Anambra West,6.312465,6.756041
4277,Ebonyi,Ohaozara,6.033174,7.803939
4278,Anambra,Anambra East,6.320425,6.8865
4279,Abia,Aba North,5.117168,7.351426
4280,Anambra,Idemili South,6.057012,6.814243
4281,Enugu,Igbo Etiti,6.396396,7.415532
4282,Enugu,Igbo Etiti,6.648649,7.401125
4283,Anambra,Anambra West,6.312465,6.756041
4284,Enugu,Igbo Etiti,6.648649,7.401125
4285,Abia,Aba North,5.121017,7.349978
4286,Enugu,Igbo Etiti,6.648649,7.401125
4287,Enugu,Igbo Etiti,6.648649,7.401125
4288,Ebonyi,Ohaozara,6.033196,7.803957
4289,Enugu,Igbo Etiti,6.666667,7.401397
4290,Anambra,Idemili South,6.061013,6.819901
4291,Abia,Umuahia South,5.488299,7.48605
4292,Abia,Umuahia South,5.487588,7.486584
4293,Abia,Umuahia South,5.486902,7.486895
4294,Abia,Umuahia South,5.486941,7.487096
4295,Abia,Umuahia South,5.485483,7.487307
4296,Imo,Isiala Mbano,5.650977,7.146708
4297,Imo,Isiala Mbano,5.650977,7.146708
4298,Imo,Isiala Mbano,5.650977,7.146708
4299,Imo,Isiala Mbano,5.650977,7.146708
4300,Imo,Isiala Mbano,5.650977,7.146708
4301,Imo,Isiala Mbano,5.650977,7.146708
4302,Imo,Isiala Mbano,5.650977,7.146708
4303,Imo,Isiala Mbano,5.650977,7.146708
4304,Imo,Isiala Mbano,5.650977,7.146708
4305,Imo,Isiala Mbano,5.650977,7.146708
4306,Ebonyi,Ohaozara,6.033177,7.803937
4307,Ebonyi,Ohaozara,6.033474,7.803715
4308,Anambra,Idemili South,6.061012,6.819827
4309,Anambra,Idemili South,6.061012,6.819827
4310,Ebonyi,Ohaozara,6.033502,7.803666
4311,Imo,Aboh Mbaise,5.472622,7.197897
4312,Imo,Aboh Mbaise,5.475381,7.207519
4313,Imo,Aboh Mbaise,5.475082,7.206605
4314,Imo,Aboh Mbaise,5.485721,7.203077
4315,Imo,Aboh Mbaise,5.466845,7.199728
4316,Imo,Aboh Mbaise,5.482003,7.198367
4317,Imo,Aboh Mbaise,5.482611,7.200426
4318,Imo,Aboh Mbaise,5.469323,7.202382
4319,Imo,Aboh Mbaise,5.469858,7.202465
4320,Imo,Aboh Mbaise,5.469869,7.202805
4321,Ebonyi,Ohaozara,6.033502,7.803666
4322,Ebonyi,Ohaozara,6.031759,7.800453
4323,Abia,Umuahia North,5.514342,7.489948
4324,Abia,Umuahia North,5.514402,7.487928
4325,Ebonyi,Ohaozara,6.031759,7.800453
4326,Abia,Umuahia North,5.513021,7.486373
4327,Abia,Umuahia North,5.510141,7.48448
4328,Abia,Umuahia North,5.508034,7.484692
4329,Ebonyi,Ohaozara,6.031907,7.80023
4330,Ebonyi,Ohaozara,6.031907,7.80023
4331,Enugu,Nsukka,6.852714,7.390603
4332,Anambra,Onitsha South,6.134286,6.783506
4333,Enugu,Nsukka,6.852714,7.390603
4334,Enugu,Nsukka,6.852714,7.390603
4335,Enugu,Nsukka,6.852714,7.390603
4336,Enugu,Nsukka,6.858175,7.394569
4337,Enugu,Nsukka,6.858175,7.394569
4338,Enugu,Nsukka,6.858175,7.394569
4339,Plateau,Pankshin,9.353998,9.38148
4340,Plateau,Pankshin,9.354189,9.380901
4341,Plateau,Pankshin,9.35521,9.380848
4342,Plateau,Pankshin,9.354951,9.380631
4343,Plateau,Pankshin,9.35481,9.380633
4344,Plateau,Pankshin,9.353266,9.381167
4345,Kogi,Yagba West,8.30416,5.644359
4346,Benue,Katsina-Ala,7.173145,9.282111
4347,Kogi,Dekina,7.646438,7.07834
4348,Benue,Katsina-Ala,7.173145,9.282111
4349,Kogi,Dekina,7.645903,7.078858
4350,Kogi,Dekina,7.643728,7.081387
4351,Benue,Oturkpo,7.194785,8.13586
4352,Plateau,Quaran Pan,8.772028,9.293525
4353,Plateau,Quaran Pan,8.772097,9.293333
4354,Plateau,Quaran Pan,8.771557,9.293135
4355,Plateau,Quaran Pan,8.713402,9.298584
4356,Plateau,Quaran Pan,8.713845,9.297978
4357,Benue,Ado,6.810042,7.981975
4358,Benue,Oturkpo,7.195944,8.135701
4359,Federal Capital Territory,Kuje,8.872773,7.233052
4360,Benue,Ukum,7.531175,9.65091
4361,Federal Capital Territory,Kuje,8.871831,7.233159
4362,Benue,Ado,6.809639,7.98238
4363,Benue,Ukum,7.530779,9.651053
4364,Benue,Katsina-Ala,7.173145,9.282111
4365,Kogi,Dekina,7.620402,7.080404
4366,Benue,Oturkpo,7.196889,8.13667
4367,Plateau,Quaran Pan,8.713842,9.297739
4368,Plateau,Quaran Pan,8.713407,9.297706
4369,Plateau,Quaran Pan,8.713699,9.298505
4370,Plateau,Quaran Pan,8.735304,9.299331
4371,Benue,Ado,6.809431,7.982674
4372,Benue,Buruku,7.484382,9.245533
4373,Kogi,Ankpa,7.423858,7.649098
4374,Benue,Ukum,7.53061,9.651123
4375,Benue,Katsina-Ala,7.172754,9.281138
4376,Kogi,Ibaji,6.828872,6.768431
4377,Federal Capital Territory,Kuje,8.871789,7.232901
4378,Federal Capital Territory,Kuje,8.871565,7.232464
4379,Federal Capital Territory,Kuje,8.871592,7.231751
4380,Federal Capital Territory,Kuje,8.871588,7.232102
4381,Federal Capital Territory,Kuje,8.871654,7.232665
4382,Federal Capital Territory,Kuje,8.873494,7.23319
4383,Federal Capital Territory,Kuje,8.87346,7.236559
4384,Federal Capital Territory,Kuje,8.872496,7.232971
4385,Federal Capital Territory,Kuje,8.872213,7.233233
4386,Federal Capital Territory,Kuje,8.872015,7.233662
4387,Federal Capital Territory,Kuje,8.871817,7.233957
4388,Federal Capital Territory,Kuje,8.872064,7.233831
4389,Federal Capital Territory,Kuje,8.87189,7.233115
4390,Federal Capital Territory,Kuje,8.871267,7.232773
4391,Kogi,Dekina,7.619673,7.078207
4392,Benue,Buruku,7.48343,9.246477
4393,Benue,Ado,6.809741,7.983017
4394,Benue,Oturkpo,7.192865,8.147572
4395,Kogi,Ibaji,6.829044,6.769052
4396,Benue,Ukum,7.530624,9.651477
4397,Benue,Oturkpo,7.195861,8.147367
4398,Benue,Ado,6.809219,7.983323
4399,Benue,Buruku,7.485505,9.23852
4400,Benue,Ukum,7.529966,9.651954
4401,Benue,Oturkpo,7.196984,8.148775
4402,Niger,Gbako,9.180538,5.877964
4403,Niger,Gbako,9.181243,5.877879
4404,Niger,Gbako,9.181434,5.87772
4405,Niger,Gbako,9.181789,5.878029
4406,Niger,Gbako,9.182076,5.878242
4407,Benue,Ado,6.809281,7.983756
4408,Niger,Gbako,9.182387,5.878309
4409,Benue,Ukum,7.529447,9.65175
4410,Benue,Oturkpo,7.199073,8.149337
4411,Plateau,Kanke,9.379872,9.553895
4412,Plateau,Kanke,9.392506,9.566489
4413,Plateau,Kanke,9.392475,9.566554
4414,Plateau,Kanke,9.392487,9.566539
4415,Plateau,Langtang South,8.725583,9.786618
4416,Plateau,Langtang South,8.725531,9.786321
4417,Plateau,Langtang South,8.703012,9.768193
4418,Plateau,Langtang South,8.702947,9.767798
4419,Plateau,Langtang South,8.702924,9.767793
4420,Plateau,Langtang South,8.702752,9.767687
4421,Plateau,Langtang South,8.703416,9.768313
4422,Plateau,Langtang South,8.702891,9.768329
4423,Plateau,Langtang South,8.725064,9.783432
4424,Benue,Oturkpo,7.200394,8.149219
4425,Benue,Ado,6.809281,7.983756
4426,Federal Capital Territory,Kuje,9.063334,7.418383
4427,Federal Capital Territory,Kuje,9.06326,7.418443
4428,Federal Capital Territory,Kuje,9.064911,7.420097
4429,Kogi,Ibaji,6.82695,6.767955
4430,Benue,Logo,7.499064,9.356312
4431,Benue,Logo,7.499179,9.356091
4432,Benue,Logo,7.499064,9.356312
4433,Benue,Logo,7.499064,9.356312
4434,Benue,Logo,7.499064,9.356312
4435,Benue,Logo,7.499064,9.356312
4436,Nasarawa,Akwanga,8.900525,8.41153
4437,Nasarawa,Akwanga,8.900225,8.411616
4438,Benue,Oturkpo,7.201994,8.148381
4439,Niger,Bosso,9.477262,6.435334
4440,Benue,Ado,6.809368,7.984487
4441,Kogi,Ibaji,6.809338,6.770743
4442,Plateau,Kanam,9.365562,9.960894
4443,Kogi,ogori/magongo,7.470956,6.163304
4444,Niger,Bosso,9.476393,6.437255
4445,Benue,Ukum,7.529104,9.651818
4446,Benue,Logo,7.498882,9.356082
4447,Benue,Logo,7.498621,9.35619
4448,Plateau,Kanam,9.366271,9.961272
4449,Kogi,ogori/magongo,7.470956,6.163304
4450,Niger,Lavun,8.995894,5.888655
4451,Benue,Oturkpo,7.205086,8.1483
4452,Federal Capital Territory,Kuje,9.064732,7.420245
4453,Federal Capital Territory,Kuje,9.064715,7.42024
4454,Federal Capital Territory,Kuje,9.064756,7.42027
4455,Federal Capital Territory,Kuje,9.064737,7.420288
4456,Federal Capital Territory,Kuje,9.064695,7.420274
4457,Plateau,Kanam,9.366551,9.961059
4458,Benue,Ado,6.806184,7.971726
4459,Benue,Ukum,7.525286,9.631696
4460,Kogi,ogori/magongo,7.470956,6.163304
4461,Plateau,Kanam,9.365698,9.959859
4462,Benue,Logo,7.503239,9.351675
4463,Benue,Logo,7.502857,9.351939
4464,Benue,Ado,6.807466,7.972435
4465,Plateau,Kanam,9.365944,9.959572
4466,Benue,Ukum,7.525001,9.631886
4467,Benue,Logo,7.502401,9.351571
4468,Benue,Ado,6.805445,7.971966
4469,Kogi,Ibaji,6.804857,6.773565
4470,Benue,Ukum,7.524666,9.632057
4471,Niger,Bosso,9.478082,6.438756
4472,Kogi,Ibaji,6.801624,6.773876
4473,Plateau,Kanam,9.347767,9.813569
4474,Kogi,Ibaji,6.797977,6.773767
4475,Plateau,Kanam,9.347302,9.813251
4476,Kogi,ogori/magongo,7.478918,6.150296
4477,Benue,Katsina-Ala,7.173145,9.282111
4478,Benue,Katsina-Ala,7.171191,9.298533
4479,Benue,Katsina-Ala,7.177639,9.268902
4480,Benue,Katsina-Ala,7.173474,9.276484
4481,Kogi,ogori/magongo,7.478918,6.150296
4482,Kogi,Ibaji,6.793694,6.770495
4483,Kogi,ogori/magongo,7.478918,6.150296
4484,Kogi,ogori/magongo,7.478918,6.150296
4485,Kogi,ogori/magongo,7.478918,6.150296
4486,Plateau,Kanam,9.346783,9.812934
4487,Kogi,Yagba West,8.302361,5.644501
4488,Kogi,Yagba West,8.302241,5.645851
4489,Kogi,Yagba West,8.302276,5.646106
4490,Kogi,Yagba West,8.302049,5.646945
4491,Kogi,Yagba West,8.253704,5.554405
4492,Kogi,Yagba West,8.2503,5.551714
4493,Kogi,Yagba West,8.249936,5.553527
4494,Cross River,Ogoja,6.648737,8.803064
4495,Cross River,Yala,6.716043,8.778199
4496,Cross River,Yala,6.716049,8.778412
4497,Cross River,Yala,6.715561,8.778667
4498,Cross River,Yala,6.667136,8.7448
4499,Cross River,Yala,6.667358,8.744388
4500,Cross River,Yala,6.667829,8.745308
4501,Cross River,Yala,6.667568,8.744611
4502,Cross River,Yala,6.667578,8.744623
4503,Cross River,Yala,6.667569,8.744612
4504,Cross River,Yala,6.667569,8.744514
4505,Cross River,Yala,6.667569,8.744622
4506,Bayelsa,Ogbia,4.690156,6.323784
4507,Delta,Ukwuani,5.845554,6.163139
4508,Cross River,Etung,5.873912,8.729388
4509,Cross River,Etung,5.873922,8.729385
4510,Cross River,Etung,5.873923,8.729389
4511,Cross River,Etung,5.852368,8.720762
4512,Cross River,Etung,5.852368,8.72077
4513,Cross River,Etung,5.852378,8.720764
4514,Cross River,Etung,5.852367,8.720766
4515,Cross River,Etung,5.852387,8.720773
4516,Cross River,Etung,5.852368,8.720768
4517,Delta,Oshimili South,6.204458,6.721435
4518,Cross River,Boki,6.448587,8.794499
4519,Cross River,Boki,6.448587,8.794499
4520,Cross River,Boki,6.448588,8.794589
4521,Cross River,Boki,6.448588,8.794589
4522,Cross River,Boki,6.448587,8.794498
4523,Delta,Oshimili South,6.195099,6.738396
4524,Cross River,Akpabuyo,4.941669,8.403458
4525,Osun,Obokun,7.773961,4.778591
4526,Ondo,Idanre,7.108354,5.115758
4527,Ondo,Idanre,7.108354,5.115758
4528,Ondo,Idanre,7.108359,5.115345
4529,Ondo,Idanre,7.108359,5.115345
4530,Ondo,Idanre,7.108188,5.115846
4531,Ondo,Idanre,7.108188,5.115846
4532,Ondo,Idanre,7.108436,5.115247
4533,Ondo,Idanre,7.108436,5.115247
4534,Ondo,Idanre,7.108436,5.115247
4535,Ondo,Idanre,7.108436,5.115247
4536,Ondo,Idanre,7.108436,5.115247
4537,Ekiti,Irepodun/Ifelodun,7.658095,5.155688
4538,Ekiti,Ekiti East,7.759197,5.721553
4539,Ekiti,Ekiti East,7.723655,5.73038
4540,Ekiti,Ijero,7.836943,5.035816
4541,Bauchi,Alkaleri,10.314662,9.85997
4542,Bauchi,Alkaleri,10.313182,9.863075
4543,Yobe,Potiskum,11.692113,11.090529
4544,Yobe,Damaturu,11.734207,12.012384
4545,Bauchi,Alkaleri,10.312023,9.865673
4546,Yobe,Potiskum,11.720944,11.083907
4547,Taraba,Gassol,8.63618,10.780417
4548,Yobe,Damaturu,11.744728,11.962473
4549,Yobe,Potiskum,11.716058,11.105277
4550,Gombe,Yamaltu/Deba,10.215648,11.383512
4551,Gombe,Yamaltu/Deba,10.2158,11.38361
4552,Taraba,Gassol,8.634281,10.777946
4553,Gombe,Akko,10.047481,11.206686
4554,Gombe,Yamaltu/Deba,10.216633,11.383738
4555,Yobe,Potiskum,11.723014,11.045973
4556,Taraba,Gassol,8.637738,10.772499
4557,Taraba,Gassol,8.593998,10.730173
4558,Gombe,Akko,10.047497,11.207286
4559,Bauchi,Bauchi,10.256922,9.775539
4560,Bauchi,Bauchi,10.254623,9.780484
4561,Bauchi,Bauchi,10.26934,9.790114
4562,Taraba,Gassol,8.594635,10.731537
4563,Taraba,Gassol,8.595052,10.732243
4564,Gombe,Akko,10.043698,11.2126
4565,Taraba,Jalingo,8.957902,11.367922
4566,Bauchi,Bauchi,10.26515,9.784891
4567,Yobe,Damaturu,11.724564,11.955382
4568,Gombe,Kaltungo,9.822256,11.305352
4569,Yobe,Potiskum,11.65598,11.102724
4570,Taraba,Gassol,8.596335,10.732845
4571,Bauchi,Alkaleri,10.310224,9.867061
4572,Bauchi,Alkaleri,10.309016,9.869244
4573,Bauchi,Alkaleri,10.311,9.870205
4574,Bauchi,Alkaleri,10.311723,9.869668
4575,Gombe,Yamaltu/Deba,10.277467,11.234859
4576,Gombe,Yamaltu/Deba,10.277122,11.234641
4577,Yobe,Damaturu,11.723408,11.959418
4578,Taraba,Jalingo,8.924107,11.344082
4579,Gombe,Kaltungo,9.821182,11.316331
4580,Gombe,Yamaltu/Deba,10.278069,11.235301
4581,Taraba,Jalingo,8.936263,11.337178
4582,Yobe,Damaturu,11.694466,11.944648
4583,Gombe,Yamaltu/Deba,10.277854,11.235063
4584,Borno,Maiduguri,11.846739,13.133489
4585,Borno,Maiduguri,11.846739,13.133489
4586,Borno,Maiduguri,11.846739,13.133489
4587,Borno,Maiduguri,11.846739,13.133489
4588,Borno,Maiduguri,11.846739,13.133489
4589,Taraba,Jalingo,8.980678,11.329275
4590,Gombe,Yamaltu/Deba,10.275241,11.234111
4591,Taraba,Jalingo,8.981167,11.329065
4592,Borno,Konduga,11.850101,13.132862
4593,Borno,Konduga,11.850306,13.133023
4594,Borno,Konduga,11.850013,13.132822
4595,Borno,Konduga,11.850091,13.13284
4596,Yobe,Potiskum,11.683818,11.195689
4597,Taraba,Jalingo,8.981198,11.328572
4598,Bauchi,Bauchi,10.262849,9.784368
4599,Gombe,Yamaltu/Deba,10.276616,11.231848
4600,Gombe,Yamaltu/Deba,10.276314,11.232997
